latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.0,-8.5,19.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),sunshine_duration (s),is_day (),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),shortwave_radiation (W/m²)
2025-11-24T05:00,7.3,89,19.4,0.00,0,0.0,0.0,0.0,0.0
2025-11-24T06:00,7.2,89,17.3,0.00,0,0.0,0.0,0.0,0.0
2025-11-24T07:00,7.1,87,17.6,0.00,0,0.0,0.0,0.0,0.0
2025-11-24T08:00,6.8,87,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-24T09:00,6.9,86,15.5,0.00,1,2.0,17.0,33.3,19.0
2025-11-24T10:00,6.9,85,17.3,3600.00,1,60.0,55.0,410.7,115.0
2025-11-24T11:00,7.5,82,19.4,3600.00,1,139.0,70.0,597.4,209.0
2025-11-24T12:00,8.3,78,22.7,3600.00,1,185.0,80.0,650.3,265.0
2025-11-24T13:00,9.1,74,22.3,3600.00,1,204.0,74.0,684.4,278.0
2025-11-24T14:00,9.4,74,22.0,3600.00,1,174.0,72.0,638.8,246.0
2025-11-24T15:00,9.6,72,20.9,3600.00,1,121.0,56.0,578.2,177.0
2025-11-24T16:00,9.3,73,18.4,3600.00,1,40.0,40.0,354.0,80.0
2025-11-24T17:00,8.4,75,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-24T18:00,8.1,75,17.6,0.00,0,0.0,0.0,0.0,0.0
2025-11-24T19:00,7.1,80,16.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-24T20:00,6.5,81,20.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-24T21:00,6.0,82,19.4,0.00,0,0.0,0.0,0.0,0.0
2025-11-24T22:00,5.5,83,17.6,0.00,0,0.0,0.0,0.0,0.0
2025-11-24T23:00,5.3,81,15.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T00:00,4.9,81,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T01:00,4.4,82,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T02:00,3.7,80,6.1,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T03:00,3.4,82,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T04:00,3.2,81,5.4,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T05:00,2.7,82,4.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T06:00,3.2,78,6.1,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T07:00,3.2,78,7.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T08:00,2.9,81,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T09:00,3.4,79,8.3,0.00,1,2.0,18.0,34.4,20.0
2025-11-25T10:00,4.5,76,6.5,3600.00,1,50.0,52.0,350.7,102.0
2025-11-25T11:00,5.5,77,5.8,686.73,1,19.0,112.0,82.9,131.0
2025-11-25T12:00,7.3,76,6.1,2254.56,1,38.0,158.0,135.2,196.0
2025-11-25T13:00,8.8,71,5.4,2879.62,1,46.0,140.0,156.0,186.0
2025-11-25T14:00,9.2,69,5.8,3600.00,1,138.0,91.0,512.1,229.0
2025-11-25T15:00,9.3,67,5.4,3600.00,1,118.0,56.0,571.1,174.0
2025-11-25T16:00,8.4,75,4.3,3600.00,1,33.0,41.0,298.3,74.0
2025-11-25T17:00,6.9,80,3.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T18:00,5.8,84,3.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T19:00,5.6,85,2.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T20:00,6.2,81,1.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T21:00,6.3,81,4.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T22:00,6.7,79,4.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-25T23:00,7.3,83,2.5,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T00:00,7.5,89,2.5,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T01:00,7.3,96,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T02:00,8.1,97,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T03:00,9.1,94,10.1,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T04:00,9.7,95,12.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T05:00,10.2,96,15.5,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T06:00,10.5,97,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T07:00,10.9,96,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T08:00,11.1,96,12.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T09:00,11.3,97,13.0,0.00,1,0.0,3.0,0.0,3.0
2025-11-26T10:00,11.7,97,8.3,0.00,1,1.0,14.0,7.2,15.0
2025-11-26T11:00,12.1,96,9.0,0.00,1,0.0,43.0,0.0,43.0
2025-11-26T12:00,12.6,93,11.2,0.00,1,0.0,39.0,0.0,39.0
2025-11-26T13:00,13.3,92,9.4,0.00,1,16.0,114.0,54.8,130.0
2025-11-26T14:00,13.4,91,11.2,0.00,1,3.0,49.0,11.3,52.0
2025-11-26T15:00,12.8,95,12.6,0.00,1,0.0,28.0,0.0,28.0
2025-11-26T16:00,12.6,96,13.3,0.00,1,0.0,15.0,0.0,15.0
2025-11-26T17:00,12.6,96,10.4,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T18:00,12.4,96,14.4,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T19:00,12.4,96,13.7,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T20:00,12.5,96,15.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T21:00,12.9,93,15.5,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T22:00,13.0,94,15.1,0.00,0,0.0,0.0,0.0,0.0
2025-11-26T23:00,12.9,94,17.3,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T00:00,12.8,95,19.1,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T01:00,12.9,94,17.6,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T02:00,12.9,96,19.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T03:00,12.8,97,22.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T04:00,12.9,98,20.5,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T05:00,12.9,96,20.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T06:00,12.8,99,20.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T07:00,13.0,98,21.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T08:00,13.2,91,18.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T09:00,13.1,92,18.7,0.00,1,0.0,7.0,0.0,7.0
2025-11-27T10:00,13.5,92,24.1,0.00,1,8.0,27.0,58.9,35.0
2025-11-27T11:00,13.5,93,28.1,0.00,1,0.0,16.0,0.0,16.0
2025-11-27T12:00,13.2,91,19.4,0.00,1,0.0,25.0,0.0,25.0
2025-11-27T13:00,13.1,78,22.0,3600.00,1,221.0,49.0,765.1,270.0
2025-11-27T14:00,13.2,75,21.6,3600.00,1,149.0,71.0,564.6,220.0
2025-11-27T15:00,12.9,73,18.7,3600.00,1,93.0,71.0,461.3,164.0
2025-11-27T16:00,11.9,71,19.1,3600.00,1,33.0,41.0,310.8,74.0
2025-11-27T17:00,10.8,70,16.6,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T18:00,10.2,75,17.6,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T19:00,10.1,73,20.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T20:00,9.9,73,21.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T21:00,9.8,73,20.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T22:00,9.9,68,23.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-27T23:00,9.5,67,22.7,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T00:00,9.1,73,19.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T01:00,8.9,72,19.4,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T02:00,9.1,75,22.3,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T03:00,9.6,76,22.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T04:00,9.6,78,21.6,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T05:00,9.3,84,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T06:00,9.4,85,18.4,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T07:00,9.4,82,26.3,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T08:00,8.7,87,21.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T09:00,8.3,83,24.8,0.00,1,1.0,5.0,19.0,6.0
2025-11-28T10:00,8.4,83,18.7,3600.00,1,53.0,52.0,400.3,105.0
2025-11-28T11:00,8.9,79,15.5,3600.00,1,179.0,19.0,816.5,198.0
2025-11-28T12:00,8.3,72,18.4,3600.00,1,277.0,0.0,1019.8,259.0
2025-11-28T13:00,9.5,65,16.2,3600.00,1,137.0,117.0,479.1,254.0
2025-11-28T14:00,9.8,61,18.4,3600.00,1,112.0,113.0,428.7,225.0
2025-11-28T15:00,9.6,67,17.3,0.00,1,0.0,52.0,0.0,52.0
2025-11-28T16:00,8.8,73,14.0,0.00,1,4.0,29.0,38.4,33.0
2025-11-28T17:00,8.5,65,19.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T18:00,7.3,81,13.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T19:00,6.5,91,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T20:00,6.4,91,3.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T21:00,6.5,90,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T22:00,6.0,92,4.3,0.00,0,0.0,0.0,0.0,0.0
2025-11-28T23:00,6.1,92,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T00:00,6.1,91,5.4,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T01:00,5.7,93,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T02:00,5.2,92,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T03:00,4.1,94,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T04:00,4.2,88,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T05:00,3.5,87,6.5,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T06:00,4.1,89,6.1,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T07:00,4.1,89,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T08:00,4.3,90,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T09:00,4.7,90,7.6,0.00,1,0.0,7.0,0.0,7.0
2025-11-29T10:00,5.2,92,8.6,0.00,1,0.0,18.0,0.0,18.0
2025-11-29T11:00,6.6,84,19.4,0.00,1,7.0,104.0,32.4,111.0
2025-11-29T12:00,6.3,82,18.7,3600.00,1,69.0,101.0,256.9,170.0
2025-11-29T13:00,7.1,78,15.8,3600.00,1,179.0,83.0,632.2,262.0
2025-11-29T14:00,7.8,71,17.6,3600.00,1,175.0,62.0,676.4,237.0
2025-11-29T15:00,8.0,70,13.7,3600.00,1,112.0,54.0,568.5,166.0
2025-11-29T16:00,7.3,70,14.4,3600.00,1,23.0,46.0,225.1,69.0
2025-11-29T17:00,6.1,73,10.1,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T18:00,5.2,71,7.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T19:00,4.8,70,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T20:00,4.7,69,9.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T21:00,4.0,72,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T22:00,4.0,69,6.5,0.00,0,0.0,0.0,0.0,0.0
2025-11-29T23:00,2.8,76,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T00:00,2.5,76,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T01:00,2.0,78,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T02:00,2.0,78,7.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T03:00,2.3,81,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T04:00,2.0,80,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T05:00,2.1,79,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T06:00,1.3,84,2.9,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T07:00,1.9,84,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T08:00,1.8,85,3.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T09:00,2.9,83,4.3,0.00,1,0.0,11.0,0.0,11.0
2025-11-30T10:00,3.7,80,0.4,1535.19,1,14.0,62.0,111.2,76.0
2025-11-30T11:00,4.5,81,3.2,0.00,1,1.0,98.0,4.7,99.0
2025-11-30T12:00,5.3,83,4.7,0.00,1,0.0,97.0,0.0,97.0
2025-11-30T13:00,6.6,88,6.5,0.00,1,1.0,81.0,3.6,82.0
2025-11-30T14:00,8.5,86,12.2,0.00,1,0.0,30.0,0.0,30.0
2025-11-30T15:00,8.7,90,13.3,0.00,1,0.0,4.0,0.0,4.0
2025-11-30T16:00,8.7,94,16.6,0.00,1,0.0,4.0,0.0,4.0
2025-11-30T17:00,9.0,94,23.8,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T18:00,9.4,94,24.5,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T19:00,9.9,93,25.2,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T20:00,10.0,96,22.7,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T21:00,11.2,95,17.6,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T22:00,11.7,95,15.5,0.00,0,0.0,0.0,0.0,0.0
2025-11-30T23:00,11.9,96,11.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T00:00,12.3,95,19.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T01:00,12.4,94,22.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T02:00,12.4,94,20.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T03:00,12.4,95,23.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T04:00,12.4,95,22.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T05:00,12.3,95,23.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T06:00,11.0,95,8.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T07:00,9.6,95,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T08:00,9.3,98,2.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T09:00,10.6,91,3.6,0.00,1,0.0,1.0,0.0,1.0
2025-12-01T10:00,11.7,85,5.0,0.00,1,2.0,36.0,16.3,38.0
2025-12-01T11:00,11.0,91,3.2,0.00,1,0.0,34.0,0.0,34.0
2025-12-01T12:00,10.8,94,6.1,0.00,1,8.0,55.0,30.4,63.0
2025-12-01T13:00,10.5,94,10.1,0.00,1,0.0,37.0,0.0,37.0
2025-12-01T14:00,10.0,91,15.5,0.00,1,0.0,22.0,0.0,22.0
2025-12-01T15:00,7.5,86,19.4,0.00,1,0.0,34.0,0.0,34.0
2025-12-01T16:00,7.4,86,15.1,0.00,1,0.0,22.0,0.0,22.0
2025-12-01T17:00,6.7,84,11.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T18:00,5.6,87,6.5,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T19:00,5.8,85,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T20:00,5.8,84,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T21:00,6.8,81,13.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T22:00,6.1,85,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-12-01T23:00,4.9,87,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T00:00,5.5,87,9.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T01:00,5.1,87,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T02:00,5.0,88,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T03:00,5.5,86,6.5,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T04:00,4.5,88,3.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T05:00,5.0,89,13.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T06:00,4.8,93,2.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T07:00,4.8,89,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T08:00,5.0,90,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T09:00,4.4,95,5.0,0.00,1,0.0,8.0,0.0,8.0
2025-12-02T10:00,5.5,90,7.9,3600.00,1,52.0,41.0,434.1,93.0
2025-12-02T11:00,6.6,86,11.9,3600.00,1,138.0,43.0,666.5,181.0
2025-12-02T12:00,7.7,83,10.1,3600.00,1,146.0,91.0,561.3,237.0
2025-12-02T13:00,7.5,79,12.2,2012.77,1,35.0,135.0,127.1,170.0
2025-12-02T14:00,7.4,80,8.6,3600.00,1,192.0,0.0,762.5,190.0
2025-12-02T15:00,7.7,81,6.8,3600.00,1,37.0,83.0,193.7,120.0
2025-12-02T16:00,6.9,87,4.0,1600.53,1,11.0,42.0,113.4,53.0
2025-12-02T17:00,5.1,91,3.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T18:00,4.5,89,1.8,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T19:00,5.2,85,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T20:00,5.1,94,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T21:00,4.5,95,5.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T22:00,4.0,92,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-02T23:00,4.6,91,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T00:00,4.1,93,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T01:00,4.3,92,9.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T02:00,5.0,93,12.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T03:00,5.3,93,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T04:00,3.7,96,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T05:00,3.4,97,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T06:00,3.3,93,5.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T07:00,2.3,95,3.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T08:00,1.6,97,2.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T09:00,2.8,95,3.2,518.25,1,3.0,10.0,57.3,13.0
2025-12-03T10:00,3.8,98,5.8,0.00,1,3.0,47.0,25.7,50.0
2025-12-03T11:00,5.3,96,0.7,0.00,1,10.0,78.0,49.0,88.0
2025-12-03T12:00,7.5,91,7.6,0.00,1,6.0,115.0,23.3,121.0
2025-12-03T13:00,8.6,90,7.6,1606.36,1,31.0,94.0,113.5,125.0
2025-12-03T14:00,8.7,85,11.2,0.00,1,0.0,19.0,0.0,19.0
2025-12-03T15:00,8.1,89,9.0,0.00,1,0.0,32.0,0.0,32.0
2025-12-03T16:00,8.0,91,14.0,0.00,1,0.0,18.0,0.0,18.0
2025-12-03T17:00,7.9,92,16.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T18:00,8.0,95,11.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T19:00,8.3,95,15.1,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T20:00,8.1,94,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T21:00,7.4,87,18.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T22:00,6.6,88,16.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-03T23:00,6.1,88,2.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T00:00,6.0,87,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T01:00,5.2,87,11.5,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T02:00,5.0,83,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T03:00,4.2,87,8.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T04:00,4.3,90,9.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T05:00,4.5,88,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T06:00,3.4,89,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T07:00,2.9,88,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T08:00,3.6,89,11.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T09:00,3.9,91,10.1,0.00,1,0.0,8.0,0.0,8.0
2025-12-04T10:00,3.9,88,9.0,0.00,1,0.0,50.0,0.0,50.0
2025-12-04T11:00,4.8,85,10.4,3600.00,1,116.0,63.0,575.6,179.0
2025-12-04T12:00,5.9,80,10.1,3600.00,1,170.0,70.0,666.7,240.0
2025-12-04T13:00,6.9,74,16.6,3600.00,1,188.0,58.0,694.3,246.0
2025-12-04T14:00,7.2,72,10.1,3600.00,1,155.0,67.0,625.6,222.0
2025-12-04T15:00,7.2,72,11.5,279.54,1,13.0,88.0,69.3,101.0
2025-12-04T16:00,6.6,77,10.4,3600.00,1,29.0,34.0,307.8,63.0
2025-12-04T17:00,5.6,83,9.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T18:00,4.5,89,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T19:00,4.8,90,9.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T20:00,4.6,90,7.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T21:00,4.4,91,6.8,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T22:00,4.3,92,9.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-04T23:00,3.1,95,6.5,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T00:00,1.9,97,4.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T01:00,2.6,94,3.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T02:00,4.5,85,6.5,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T03:00,6.4,83,11.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T04:00,7.2,80,10.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T05:00,7.0,92,14.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T06:00,7.3,94,19.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T07:00,7.5,95,23.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T08:00,8.4,94,27.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T09:00,9.4,93,33.8,0.00,1,0.0,1.0,0.0,1.0
2025-12-05T10:00,10.0,94,41.0,0.00,1,0.0,12.0,0.0,12.0
2025-12-05T11:00,10.8,94,40.0,0.00,1,0.0,8.0,0.0,8.0
2025-12-05T12:00,12.4,93,28.1,0.00,1,0.0,7.0,0.0,7.0
2025-12-05T13:00,12.5,88,23.0,3600.00,1,134.0,29.0,498.8,163.0
2025-12-05T14:00,11.8,84,24.1,0.00,1,4.0,65.0,16.3,69.0
2025-12-05T15:00,11.0,86,22.3,0.00,1,2.0,64.0,10.8,66.0
2025-12-05T16:00,11.0,85,20.9,0.00,1,0.0,8.0,0.0,8.0
2025-12-05T17:00,10.3,84,22.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T18:00,9.9,81,24.1,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T19:00,9.7,83,24.1,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T20:00,9.1,84,16.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T21:00,9.0,91,15.5,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T22:00,9.6,90,23.8,0.00,0,0.0,0.0,0.0,0.0
2025-12-05T23:00,9.9,87,21.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T00:00,9.5,91,23.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T01:00,9.4,91,17.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T02:00,10.0,88,25.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T03:00,10.1,87,21.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T04:00,10.2,88,22.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T05:00,10.1,87,19.1,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T06:00,10.1,84,19.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T07:00,10.0,83,17.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T08:00,10.1,85,21.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T09:00,10.0,86,17.3,0.00,1,0.0,7.0,0.0,7.0
2025-12-06T10:00,10.4,84,20.5,3600.00,1,37.0,13.0,340.7,50.0
2025-12-06T11:00,10.7,82,17.3,3600.00,1,48.0,39.0,244.4,87.0
2025-12-06T12:00,11.1,80,19.8,597.09,1,20.0,92.0,79.9,112.0
2025-12-06T13:00,10.8,83,22.7,0.00,1,0.0,122.0,0.0,122.0
2025-12-06T14:00,10.8,79,19.1,0.00,1,0.0,30.0,0.0,30.0
2025-12-06T15:00,10.6,81,19.4,3600.00,1,138.0,4.0,747.6,142.0
2025-12-06T16:00,10.3,80,14.0,0.00,1,3.0,27.0,32.7,30.0
2025-12-06T17:00,9.2,80,11.5,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T18:00,7.8,85,7.6,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T19:00,7.7,88,7.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T20:00,8.2,88,10.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T21:00,8.3,92,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T22:00,8.8,96,2.9,0.00,0,0.0,0.0,0.0,0.0
2025-12-06T23:00,9.6,97,6.5,0.00,0,0.0,0.0,0.0,0.0
2025-12-07T00:00,10.1,97,10.1,0.00,0,0.0,0.0,0.0,0.0
2025-12-07T01:00,10.4,97,12.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-07T02:00,10.6,98,12.2,0.00,0,0.0,0.0,0.0,0.0
2025-12-07T03:00,10.8,100,9.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-07T04:00,11.2,100,5.8,0.00,0,0.0,0.0,0.0,0.0
2025-12-07T05:00,11.6,98,8.3,0.00,0,0.0,0.0,0.0,0.0
2025-12-07T06:00,11.5,99,4.7,0.00,0,0.0,0.0,0.0,0.0
2025-12-07T07:00,11.6,97,4.0,0.00,0,0.0,0.0,0.0,0.0
2025-12-07T08:00,11.3,98,1.4,0.00,0,0.0,0.0,0.0,0.0
2025-12-07T09:00,11.7,98,4.7,0.00,1,0.0,0.0,0.0,0.0
2025-12-07T10:00,9.6,94,11.2,0.00,1,0.0,10.0,0.0,10.0
2025-12-07T11:00,9.6,95,11.2,0.00,1,0.0,19.0,0.0,19.0
2025-12-07T12:00,9.7,95,9.0,0.00,1,3.0,48.0,12.1,51.0
